job_ID,designation,company_id,name,work_type,involvement,employees_count,total_applicants,linkedin_followers,job_description,details_id,industry,level,City,State
3467390929,Data Science,1724,ReNew Power,On-site,Full-time,501,111,198797,"About the job About the organizationFounded in 2011, ReNew Power is a leading renewable energy company in India and 10th largest in terms of operational capacity, globally. A Nasdaq listed company under ticker RNW; ReNew develops, builds, owns, and operates utility-scale wind energy projects, utility-scale solar energy projects, utility scale firm power projects, and distributed solar energy projects. With a total capacity of more than 10GW (including projects in pipeline), ReNew Power’s solar and wind energy projects are spread across 110+ sites, with a presence spanning 8 states in India, contributing to 1.4% of India’s power capacity. Consequently, this has helped to avoid 0.5% of India’s total carbon emissions and 1.1% India’s total power sector emissions. In 10 years of its operation, ReNew Power has generated almost 1 lakh jobs, directly and indirectly.ReNew has achieved market leadership in the Indian renewable energy industry against the backdrop of the Government of India’s policies to promote growth of this sector. ReNew’s current group of stockholders contains several marquee investors including Goldman Sachs, CPP Investments, Abu Dhabi Investment Authority, GEF SACEF and JERA.Its mission is to play a pivotal role in meeting India’s growing energy needs in an efficient, sustainable, and socially responsible manner. ReNew Power is committed to providing clean, safe, affordable, and sustainable energy for all and has been at the forefront of leading climate action in India. Job PurposeReNew Power is World’s first renewable energy company to be recognized as a Lighthouse by World Economic Forum. The company has been recognized for adoption of 4 IR technologies to achieve growth that is not only profitable, but also sustainable. ReNew Digital (“ReD.”) has been instrumental in this. ReD. consistently work towards development of new advance analytic, AI and machine learning models that could lead to tangible business value to the organization. As a data engineer in ReD. You will help in developing high performance & high scalability enterprise applications using one or more leading cloud platforms across SaaS and PaaS. You will be working closely with the data architects to jointly develop the data architecture, ensure security and maintenance. Your role involves diagnosis of existing architecture and data maturity and help the organization in identifying gaps and possible solutions. You will also work with data scientists and business leadership to develop data pipelines for data science models. Your work will involve high level of interface with business heads and corporate leadership. Profile & Eligible Criteria2 to 7 years of demonstrable experience designing technological solutions to complex data problems, developing & testing modular, reusable, efficient and scalable code to implement those solutions 1. Understand, implement, and automate ETL pipelines with better industry standards2. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, design infrastructure for greater scalability, etc3. Developing, integrating, testing, and maintaining existing and new applications4. Design, and create data pipelines (data lake / data warehouses) for real world energy analytical solutions5. Expert-level proficiency in Python (preferred) for automating everyday tasks6. Strong understanding and experience in distributed computing frameworks, particularly Spark, Spark-SQL, Kafka, Spark Streaming, Hive, Azure Databricks etc7. Limited experience in using other leading cloud platforms preferably Azure.8. Hands on experience on Azure data factory, logic app, Analysis service, Azure blob storage etc.9. Ability to work in a team in an agile setting, familiarity with JIRA and clear understanding of how Git works10. Bachelor's degree in Computer Science, Engineering, Mathematics or Statistics11. Master's degree preferred Main Interfaces1. The role would require extensive internal interfacing with a tech lead, senior data scientists, and business leadership.",1608, Renewable Energy Semiconductor Manufacturing, Mid-Senior level,Gurugram,Haryana
3472504791,Other,711,Escalent,On-site,Full-time,501,36,982115.1912,"About the job Who We Are Escalent is an award-winning data analytics and advisory firm that helps clients understand human and market behaviors to navigate disruption. As catalysts of progress for more than 40 years, our strategies guide the world’s leading brands. We accelerate growth by creating a seamless flow between primary, secondary, syndicated, and internal business data, providing consulting and advisory services from insights through implementation. Based on a profound understanding of what drives human beings and markets, we identify actions that build brands, enhance customer experiences, inspire product innovation and boost business productivity. We listen, learn, question, discover, innovate, and deliver—for each other and our clients—to make the world work better for people. Why Escalent? Once you join our team you will have the opportunity to... Access experts across industries for maximum learning opportunities including Weekly Knowledge Sharing Sessions, LinkedIn Learning, and more.Gain exposure to a rich variety of research techniques from knowledgeable professionals.Enjoy a remote first/hybrid work environment with a flexible schedule.Obtain insights into the needs and challenges of your clients—to learn how the world’s leading brands use research.Experience peace of mind working for a company with a commitment to conducting research ethically.Build lasting relationships with fun colleagues in a culture that values each person. Role Competencies Analytical Thinking: Applies broad analysisAnalytical Thinking: Analyses complex situationsAttention to Detail: Proposes tools and methods to ensure accuracy when completing complex tasksBusiness Needs Analysis: Basic: Demonstrates basic knowledge and ability and, with guidance, can apply the competency in common situations that present limited difficulties.Managing Project Execution: Applies competency in new or complex situations and advises others.Teamwork: Proactively assists and involves others Goals Create intuitive Tableau dashboardsCoordinate with the client for the business problemsAutomate data streams to get data to the Tableau backend Core Skills Advanced knowledge of Tableau developmentExperience in preparing reports using various visualization and data modelling methodExperience in working on complex backend models and data queriesExperience in defining access controls and implement security measures whenever requiredExpertise to create wireframes with a focus on end-user experience, and visibilityAbility to solve any data or performance issues related to workbooks and data sourcesExperience in connecting Tableau to multiple data sourcesExperience in connecting Tableau to data sources vis Python queries, etc. Good to have Knowledge of PythonKnowledge of SQL Experience Duration 3-4 Years in building Tableau dashboards1-2 Years in Python and SQL (Good to have)1-2 Years in project management",2903, Market Research,Not Avilable,Noida,Uttar Pradesh
3470730035,Data Science,1355,Mobile Programming LLC,On-site,Full-time,1001,44,269349,About the job Data Engineer (Python) Experience:- 5 Years Location:- Gurugram Required Skill set:- Python + pyspark + scala + aws/azure/gcp Job Description:- Required Skills:- * Good working experience on Python - Primary skill* Good Knowledge of Pyspark (very important) or Spark.* Good Understanding Of Data Structure (very important).* Knowledge Of Scala (can be ignored if Py spark and other skill sets match).* Good to have Knowledge Of any cloud - aws/azure/gcp,2601,Not Avilable,Not Avilable,Gurugram,Haryana
3467389209,Data Science,2108,Tezra,Remote,Full-time,11,29,6311,"About the job Hiring Python Data Engineer for one of the Leading CMM Level5 MNC Company Headquartered in U.SRole: Data EngineerExperience: 7-10 yearsLocation: Permanent WFHWork Timing: 1PM - 10PM Interested candiadates send your resume to sunil@tezra.in Skills: 7+ years of relevant work experience in software development.Working Experience with Python, PySpark, any relational DBMS (Microsoft SQL Server/MySQL/Postgres), and/or database warehouses (such as Amazon RedShift/Snowflake/BigQuery).Experience working with APIs.Knowledge of cloud-based technologies, preferably AWSMust have been involved in code review process, preparing technical documentation, architecture diagrams.Handson Experience designing, developing applications in any of the cloud platform preferably - AWS.Experience working in an agile development environment and with project management tools such as JIRA. Ability to document SDKs and libraries and articulate technical information efficiently.Strong team player and be able to work with customers and multiple teams during integration projects.Strong written and verbal English skills, with the ability to communicate clearly with the team and clients. Solid analytical, problem solving and decision-making skills.",1594,Not Avilable,Not Avilable,Hyderabad,Telangana
3473305093,Other Developer,882,Grow Your Staff,Remote,Contract,201,4,99201,"About the job GrowYourStaff is looking for a Zoho Developer for a networking solutions company in London. The position is a temporary contract-based remote opportunity. The role will have excellent growth opportunities. You will be directly working with the client from 1 PM - 10 PM IST (Monday to Friday) Experience required- 5-8 yearsCTC- 11-20 LPA About the client The client is a specialist supplier of compatible fiber optic transceivers and related networking solutions products in London. With access to over millions of products, they supply network resellers, distributors, and manufacturers across the world. They are looking for a Zoho Platform Developer who is proficient in writing custom functions and creating and implementing the smooth processes of the Zoho applications. If you enjoy working in a fast-paced environment and taking initiative toward Zoho platforms, this is the right opportunity for you! Responsibilities Handling various responsibilities in Zoho One Applications such as:Zoho CRM: Fix functionalities, set up email functions, create dashboards & reportsZoho Inventory: Customise functions for stock managementZoho Social & Marketing Automation & SalesiQ: Fix and improve integration with social platforms, and websitesZoho Campaigns: Set up campaigns with Zoho CRMUsing SDLC methodology in software developmentManaging different projects, and coordinating with the Operations manager. RequirementsExperience in building requirements using Zoho custom functions, with a deep understanding of the followingJavaScriptVB Script JQueryRuby on RailsHTML5Third-party REST APIsGA4 Qualifications BE / MCA / B.TECH - IT graduate or Equivalent is preferred5 years+ experience in Zoho Application DevelopmentStrong understanding of Zoho CRM and other Zoho ProductsExperience in Microsoft Office and Excel is a prerequisiteGood interpersonal, communication, and collaboration skills BenefitsPermanent Work From Home working environmentLimitless merit-based career opportunities Follow us on Instagram for updates: https://www.instagram.com/growyourstaff/",3351,Not Avilable,Not Avilable,Bengaluru,Karnataka
3467376975,Salesforce Developer,2272,ValueLabs,Remote,Full-time,5001,19,982115.1912,"About the job Dear All,Greetings..!!!!!! We are hiring for Salesforce CPQ Developer for Hyderabad Location / WFH, Permanent opportunity. Interested candidates please share me your updated resume to venkatesh.ch@valuelabs.com Role: Salesforce CPQ DeveloperWork Location: Hyderabad / RemoteExperience:4.6 Years - 7 YearsDuration: Long Term Required Skills:Salesforce vlocity developer: • Hands of experience in Salesforce Vlocity, CPQ, Salesforce Administrator and Java Scripting • Experience in Salesforce CRM, Apex, Visualforce, APIs, Sales Cloud and Lightning experience a plus • Possess a deep understanding of multiple environments, patterns, and languages, especially XML, HTML, SQL, JavaScript, JSON, and CSS • Familiar with a variety of development tooling, including Force.com IDE, SOQL, JIRA and others • Has experience in integrating with various external systems via API Best Regards,VenkateshSenior Executive",1518, IT Services and IT Consulting, Mid-Senior level,Hyderabad,Telangana
3471880568,Golang Developer,1521,Optimal Virtual Employee,Remote,Full-time,201,14,23377,"About the job The ideal candidate will be responsible for conceptualizing and executing clear, quality code to develop the best software. You will test your code, identify errors, and iterate to ensure quality code. You will also support our customers and partners by troubleshooting any of their software issues. ResponsibilitiesDetect and troubleshoot software issuesWrite clear quality code for software and applications and perform test reviewsDevelop, implement, and test APIsProvide input on software development projects QualificationsComfort using programming languages and relational databasesStrong debugging and troubleshooting skills5+ years' of development experience Skill Set: Strong Knowledge on Golang Strong knowledge working on Databases. Solid experience in building API's using technologies like Golang,Nodejs Should have strong knowledge of cloud service like AWS. Knowledge of securing the Api's (JWT, oauth etc.). Should have experience using CICD process and tools. Should be able to write automated test cases. Better understanding of Microservices architecture. Should be able to build Chatbots, text translation, Api's etc. using AWS services. Should have better knowledge of OpenShift Good Knowledge of Git. For Sharing Profile : anuradha@optimalvirtualemployee.com Immediate JoinersWork from Home",2816,Not Avilable,Not Avilable,Delhi,Delhi
3470733079,Data Science,1355,Mobile Programming LLC,On-site,Full-time,1001,13,269352,"About the job SAP Customer Data Cloud ""Business Analyst Technical"" Experience:- 4-6 years Location:- Bengaluru Job Description:- SAP, RaaS Module, Screen Set, Gigyas Rest APIs, Dataflows, Session Management, JavaScript, HTML, JIRA, Confluence, Responsibilities:-  Responsible for SAP CDC for B2B and B2C best practices. Experience in SAP Customer Data Cloud Gigya with knowledge of RaaS Module, Screen Set, Gigyas Rest APIs, Dataflows, Session Management. Responsible for account schema creation, for screens with multiple language, additiona logic in screen-set. Responsible for working on hosted pages. Should be able to handle dataflow for import and export of Customer data from Gigya. Knowledge on Webhooks, its validation using JWT and testing it in SAP CDC; Experience in handling the administrators, permission group, SSO and Site Group. Experience in Integration of SAP CDC with upstream and downstream system with middleware like SAP CPI, MuleSoft etc. Should have experience working in JavaScript, HTML, managing API calls Responsible for supporting the SAP CDC integration via Rest APIs or Screen Sets. Responsible for configuring and developing custom reports. Experience in Integration of SAP CDC with upstream and downstream system with middleware like SAP Commerce, Websites, SAP CPI, SAP R3, SAP S4 etc. Driving the estimation process with the development and quality representatives. Experience in working with Atlassian toolsets (JIRA, Confluence) Experience in Agile/Scrum Methodology and Working, Sprint Planning, Burn-down chart and other aspects. personal requirements:-  4 to 6 Years of Work Experience as SAP CDC Consultant for SAP CDC Implementation Projects. Excellent interpersonal and communication skills Demonstrated ability to develop and mentor creative Graduation and above Analytical and logical thinking, Independent thinker. Ability to take initiative and overcome obstacles Deadline-driven, self-organized and able to multitask Self-learner and a problem solver. Excellent verbal and written skills in English",2604,Not Avilable,Not Avilable,Bengaluru,Karnataka
3467389203,Other Developer,656,Eclatprime Digital,On-site,Full-time,51,2,4859,About the job Requirements:The candidate should have a wide experience in QuickBase development3+ years' of IT experience2+ years' of relevant experience,1593,Not Avilable,Not Avilable,Hyderabad,Telangana
3472521028,Other Developer,448,CloudTrilogy,Remote,Contract,51,8,928,About the job Location : Remote3+ years of experience in custom application development across the full software development lifecycle.2+ years of experience working on Salesforce (Sales cloud & Service cloud) enterprise integrations.Salesforce.com Certified DeveloperSalesforce.com Certified Administrator is a plusVlocity Certified Platform Developer1+ years of experience with Vlocity implementation is a plus2+ years of experience with the Salesforce Lightning platform.,2947,Not Avilable,Not Avilable,Bengaluru,Karnataka
